id,name,stars,stars_raw,scale,year,quarter,price,rooms,ppr,ppr_src,rent,rent_room,yield,deal,comune,sigla,provincia,regione,lat,lon,geo_conf,geo_src,url_place,doc,note,maps
323,Hotel Fifty House Cellini,5,5,,2023,Q3,22050000.0,49,450000,450000,,,,Auction,Milano,MI,Milano,Lombardia,45.46398,9.208968,high,Google place pin,Fifty House,Bulletin,"La struttura si estende su una superficie di ca. 4 mila mq e si snoda su 6 piani, di cui uno interrato. Le camere sono 49, di cui 2 non autorizzate","https://www.google.com/maps/place/Fifty+House/@45.4639805,9.2063882,17z/data=!3m1!4b1!4m9!3m8!1s0x4786c6985a5ceafb:0x909d61b851838cea!5m2!4m1!1i2!8m2!3d45.4639805!4d9.2089685!16s%2Fg%2F11cm_hsfwv?entry=ttu"
324,Hotel Le Conchiglie,4,4,,2023,Q3,2847000.0,150,18980,18980,,,,Auction,Riccione,RN,Rimini,Emilia-Romagna,44.0227,12.63215,high,Google place pin,Hotel Le Conchiglie,Bulletin,"A rilevare la struttura, ormai chiusa da tempo, è stato il gruppo Club Family Hotel di Andrea Falzaresi e Vittorio Pazzini.","https://www.google.com/maps/place/Hotel+Le+Conchiglie/@44.0227,12.6295697,17z/data=!3m1!4b1!4m9!3m8!1s0x132ce7deaafa55f1:0xddcdc7dd0a289940!5m2!4m1!1i2!8m2!3d44.0227!4d12.63215!16s%2Fg%2F11hnq4sktj?entry=ttu"
325,Hotel Nautilus,3,3,,2023,Q3,5000000.0,22,227273,227273,,,,Sale,Forte dei Marmi,LU,Lucca,Toscana,43.963045,10.164133,high,Google place pin,Hotel Nautilus,Bulletin,"È stato recentemente venduto l’Hotel Nautilus di Forte dei Marmi (LU) per ca. Euro 5 mln. A rilevare l’immobile, dalla famiglia Scialli, è stata una società milanese, a cui fa capo l’imprenditore Gianluca Conti, che ha in programma lavori per l’adattamento della struttura in «boutique hotel» e la riapertura per la stagione 2024.","https://www.google.com/maps/place/Hotel+Nautilus/@43.9630445,10.1641326,15z/data=!4m9!3m8!1s0x12d509f37b04700f:0xa4356da260ac3b8b!5m2!4m1!1i2!8m2!3d43.9630445!4d10.1641326!16s%2Fg%2F1v6_dlz0?entry=ttu"
326,4 SPA Resort Hotel,4,4,,2023,Q3,10600000.0,48,220833,220833,,,,Auction,Catania,CT,Catania,Sicilia,37.538244,15.124532,medium,map viewport centre,4 Spa Resort Hotel,Bulletin,"È stato venduto all’asta il 4 SPA Resort Hotel, 4* da 48 chiavi localizzato ad Aci Castello (CT) in data 08/09/2023. L’immobile è stato aggiudicato a Euro 10,6 mln (ca. Euro 221mila a chiave), prezzo pari all’offerta minima prevista. Il prezzo base, invece, era fissato a Euro 13,2 mln.","https://www.google.com/maps/place/4+Spa+Resort+Hotel/@37.5382438,15.1245316,15z/data=!4m2!3m1!1s0x0:0xd924bfc4c15d0c1?sa=X&ved=2ahUKEwjnta3yi6KBAxUdSaQEHaraD4wQ_BJ6BAhSEAA&ved=2ahUKEwjnta3yi6KBAxUdSaQEHaraD4wQ_BJ6BAhfEAc"
327,Hotel Panorama,4,4,,2023,Q4,8300000.0,100,83000,83000,,,,Auction,Cagliari,CA,Cagliari,Sardegna,39.204687,9.134287,high,Google place pin,"Viale Armando Diaz, 231, 09126 Cagliari CA",Bulletin,"Il Gruppo Sardo ITI Marina Hotels & Resorts si è appena aggiudicato all’asta l’Hotel Panorama di Cagliari, 4* da 100 chiavi, per Euro 8,3 mln. L’hotel venne aperto nel 1982, e per anni è stato uno degli hotel di punta del capoluogo, ma negli ultimi anni, a causa della crisi accentuata dalla pandemia, è iniziato il declino. L’Hotel è infatti chiuso dal 2021 a causa di un concordato preventivo per situazione debitoria dell’ex proprietà, la Sarda Residences S.r.l., che superava Euro 10 mln. L’immobile si sviluppa su una superficie di oltre 2.300 mq, e si snoda su 11 piani. Completano l’offerta dell’hotel la piscina, bar e sala fitness. L’hotel era andato all’asta la prima volta lo scorso 21 giugno, tuttavia, non era pervenuta alcuna offerta. Il prezzo base previsto era di Euro 9,7 milioni (ca. Euro 97mila a chiave), mentre l’offerta minima era di Euro 7,2 milioni. L’11 ottobre, invece, la base d’asta era scesa a Euro 8,3 mln e l’unica offerta pervenuta è stata quella della società di Orosei.","https://www.google.com/maps/place/Viale+Armando+Diaz,+231,+09126+Cagliari+CA/@39.2046869,9.1317069,17z/data=!3m1!4b1!4m6!3m5!1s0x12e7338f5832d905:0x283cdf784cf6fee9!8m2!3d39.2046869!4d9.1342872!16s%2Fg%2F11b8z57h10?entry=ttu"
328,Six Senses Rome,5,5,Luxury,2023,Q4,245000000.0,95,2578947,2578947,,,,Sale,Roma,RM,Roma,Lazio,41.898659,12.481473,medium,map viewport centre,Six Senses Rome,Bulletin,"A rilevare il Six Senses di Roma, 5* da 95 chiavi, per un valore pari a Euro 245 mln (2,6 mln a chiave), è stato il Gruppo Statuto, da Orion Capital Managers. L'hotel, inaugurato a marzo di quest’anno, è stato sviluppato in un palazzo restaurato nel centro storico della città, in piazza di San Marcello. L'asset era stato rilevato nel 2018 da Orion European Real Estate Fund V (Orion Capital Managers) per Euro 95 milioni (1 mln a camera, da progetto).","https://www.google.com/maps/place/Six+Senses+Rome/@41.8986593,12.4814726,15z/data=!4m2!3m1!1s0x0:0xc191f99c4a3d8e7f?sa=X&ved=2ahUKEwjntruB2v-BAxWgRaQEHUZDBgQQ_BJ6BAhoEAA&ved=2ahUKEwjntruB2v-BAxWgRaQEHUZDBgQQ_BJ6BAhxEAc"
329,Hotel Areion,4,4,,2023,Q4,10000000.0,39,256410,256410,,,,Sale,Forte dei Marmi,LU,Lucca,Toscana,43.951926,10.1748,high,Google place pin,Hotel Areion,internal file,Buyer Italian club deal. The property will undergo a full renovation and upgrading  progarm to reopen as a 5 -star with 38 rooms,"https://www.google.com/maps/place/Hotel+Areion/@43.9519267,10.1744181,19.67z/data=!4m6!3m5!1s0x12d50a0399e0f289:0x4c06c8688a6cf288!8m2!3d43.9519256!4d10.1748003!16s%2Fg%2F1tdt3bn_?entry=ttu"
330,Hotel Cala Ponte,4,4,,2023,Q4,7000000.0,58,120690,120690,,,,Auction,Polignano a Mare,BA,Bari,Puglia,41.005395,17.198043,high,Google place pin,Calaponte Hotel,Bulletin,"Il complesso interamente recintato si sviluppa su una superficie pari a ca. 43 mila mq. Attorno al fabbricato principale (10 camere), posto centralmente, si sviluppano 4 corpi di fabbrica prospicienti la piscina centrale che ospitano 48 camere indipendenti, tutte poste su un unico livello con antistanti patii. A completare l’offerta del complesso vi sono centro benessere, sala meeting, 2 campi da tennis e parcheggio con 50 posti auto.","https://www.google.com/maps/place/Calaponte+Hotel/@41.0053955,17.1980431,15z/data=!4m9!3m8!1s0x1347cbfda1a77283:0xb7594e771013cdb8!5m2!4m1!1i2!8m2!3d41.0053955!4d17.1980431!16s%2Fg%2F11b7vxxhwc?entry=ttu"
331,Grand Hotel Villa Itria,4,4,,2023,Q4,2630000.0,90,29222,29222,260000.0,2888.8888888888887,0.09885931558935361,Auction,,,,,,,nan,nan,,,"l complesso immobiliare si estende su una superficie complessiva di ca. 18 mila mq, di cui ca. 6.300 occupati dalla struttura, costituita da piano seminterrato, interrato, piano terra, primo e secondo. Completano l’offerta ricettiva un parcheggio esterno, piscina di ca. 200 mq con solarium, una sala riunioni da 200 posti, una sala congressi da 560 posti, centro benessere SPA e fitness da 1.200 mq con annessa piscina indoor e palestra, bar e sala ristorante. L’immobile risulta al momento occupato e gestito dalla società A&G S.r.l., in virtù di un contratto d’affitto d’azienda del 05/11/2013, stipulato con l’ex proprietaria Villa Itria Srl, in liquidazione dal 2013. Il canone di affitto di ramo d’azienda, in base a fonti di bilancio del 2014, ammontava a 325mila Euro, mentre nel 2018 era diminuito a 280mila, per poi ridursi ulteriormente a 260mila nel 2022.",
332,Former Hotel San Gottardo (future Radisson Collection),4,4,,2022,Q2,9500000.0,72,131944,131944,,,,Sale,Como,CO,Como,Lombardia,45.81235,9.080077,high,formaps pin,,internal file,"Il progetto prevede un investimento CapEx di ca. 30 mln di Euro per la riqualificazione dell’immobile, in abbandono dal 1986, e l’apertura di un hotel 5 stelle marchiato «Radisson Collection». L’Hotel disporrà di 72 chiavi, bistrot, lounge bar, SPA, sala fitness e ristorante gourmet panoramico all’ultimo piano. Secondo quanto dichiarato dall’architetto che ha progettato il restauro dello storico albergo, Elisabetta Cavalleri, l’apertura sarebbe prevista entro la prima metà del 2025. L’ex San Gottardo è stato acquistato nel secondo trimestre del 2022 da Pessina Immobiliare S.r.l., società riconducibile all’imprenditore comasco Maurizio Critelli, già attivo nel settore alberghiero. A vendere è stata la società milanese Beatrice d’Este S.p.A., che deteneva la proprietà dell’immobile dagli anni Ottanta.","https://www.formaps.it/?mappa.coordinate=45.812349835370625,9.080076813697817"
333,B&B Hotel Como City Center,3,3,,2019,Q3,5300000.0,65,81538,81538,331511.0,5100.169230769231,0.06254924528301886,Sale,Como,CO,Como,Lombardia,45.80832,9.076729,high,Google place pin,B&B Hotel Como City Center,Hotel Transactions,Buyer Europa Risorse Seller B&B Hotels (sale and lease back),"https://www.google.com/maps/place/B%26B+Hotel+Como+City+Center/@45.8083199,9.0741538,17z/data=!3m1!4b1!4m9!3m8!1s0x47869c4ce5c5b7eb:0xdc467a4c3e0225c5!5m2!4m1!1i2!8m2!3d45.8083199!4d9.0767287!16s%2Fg%2F1v3hyv_n?entry=ttu"
334,Mercure Roma Leonardo da Vinci,4,4,Upper Midscale,2023,Q3,28567000.0,183,156104,156104,1690000.0,9234.972677595628,0.05915916967129905,Sale,Fiumicino,RM,Roma,Lazio,41.772843,12.238784,high,Google place pin,Mercure Rome Leonardo da Vinci Airport,internal file,Sale and lease Back AMAPA (seller) CDP Fondo Turismo 2 (buyer),"https://www.google.com/maps/place/Mercure+Rome+Leonardo+da+Vinci+Airport/@41.772843,12.238784,15z/data=!4m9!3m8!1s0x1325fa8ecde2092f:0x1d9bfd3f284ca32c!5m2!4m1!1i2!8m2!3d41.772843!4d12.238784!16s%2Fg%2F1q69k1mv1?entry=ttu"
335,Movie Movie Hotel Cinecittà,4,4,,2023,Q3,16020000.0,126,127143,127143,1040000.0,8253.968253968254,0.06491885143570537,Sale,Roma,RM,Roma,Lazio,41.849016,12.577352,high,Google place pin,Movie Movie Hotel,internal file,Sale and lease Back AMAPA (seller) CDP Fondo Turismo 2 (buyer),"https://www.google.com/maps/place/Movie+Movie+Hotel/@41.8490152,12.577048,20z/data=!4m22!1m11!3m10!1s0x1325882d688224ad:0x923b7d7b1b515704!2sMovie+Movie+Hotel!5m3!1s2023-12-20!4m1!1i2!8m2!3d41.8490165!4d12.5773523!16s%2Fg%2F11j8hyh3df!3m9!1s0x1325882d688224ad:0x923b7d7b1b515704!5m3!1s2023-12-20!4m1!1i2!8m2!3d41.8490165!4d12.5773523!16s%2Fg%2F11j8hyh3df?entry=ttu"
336,NH TORINO LINGOTTO CONGRESS,4,4,,2023,Q4,26950000.0,240,112292,112292,1700000.0,7083.333333333333,0.06307977736549165,Sale,Torino,TO,Torino,Piemonte,45.032349,7.666225,high,Google place pin,Hotel NH Torino Lingotto Congress,internal file,Sale and Lease Back Lingotto Hotels srl - IPI (seller) CORUM Asset Management (buyer),"https://www.google.com/maps/place/Hotel+NH+Torino+Lingotto+Congress/@45.032349,7.666225,15z/data=!4m10!3m9!1s0x478812b83e4d8d55:0xd6a1f1bc372daa96!5m3!1s2023-12-20!4m1!1i2!8m2!3d45.032349!4d7.666225!16s%2Fg%2F11b6jgjc0d?entry=ttu"
337,Hotel Baia Imperiale,4,4,,2021,Q2,3200000.0,60,53333,53333,,,,Sale,Campo nell'Elba,LI,Livorno,Toscana,42.738599,10.187123,medium,map viewport centre,Hotel Baia Imperiale,internal file,,"https://www.google.com/maps/place/Hotel+Baia+Imperiale/@42.7385993,10.187123,15z/data=!4m2!3m1!1s0x0:0x3e360b7bfd26e410?sa=X&ved=2ahUKEwi5rvX5wuSDAxUBUaQEHVbvCQkQ_BJ6BAgPEAA"
338,Hotel Villa Padulella,3,3,,2021,Q1,950000.0,25,38000,38000,,,,Sale,Portoferraio,LI,Livorno,Toscana,42.817732,10.317429,high,raw coordinates,,internal file,,https://www.google.com/search?q=42.817731960991416%2C+10.317429270795923&rlz=1C1GCEU_enIT1002IT1002&oq=42.817731960991416%2C+10.317429270795923&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzY5OGowajSoAgCwAgA&sourceid=chrome&ie=UTF-8
339,Hotel Riva del Sole,4,4,,2021,Q2,3258320.0,59,55226,55226,,,,Sale,Campo nell'Elba,LI,Livorno,Toscana,42.748081,10.23633,high,Google place pin,Hotel Riva Del Sole,internal file,,"https://www.google.com/maps/place/Hotel+Riva+Del+Sole/@42.7480936,10.2359854,18.11z/data=!4m9!3m8!1s0x12d64af3272e9c6b:0xa2e88b8bee5243d1!5m2!4m1!1i2!8m2!3d42.7480815!4d10.2363296!16s%2Fg%2F1tg_0lm9?entry=ttu"
340,Hotel Belmare,3,3,,2021,Q4,966245.0,23,42011,42011,,,,Sale,Porto Azzurro,LI,Livorno,Toscana,42.764431,10.398869,medium,map viewport centre,Hotel Belmare,AdE,,"https://www.google.com/maps/place/Hotel+Belmare/@42.7644307,10.3988686,15z/data=!4m2!3m1!1s0x0:0xe05d4a5622df64e4?sa=X&ved=2ahUKEwjJk8Or0eSDAxX_VKQEHVUDD0wQ_BJ6BAgPEAA"
341,Sofitel Roma Villa Borghese,5,5,,2024,Q1,75000000.0,78,961538,961538,,,,Sale,Roma,RM,Roma,Lazio,41.907644,12.48664,high,Google place pin,Sofitel Roma Villa Borghese,Bulletin,"Confermati i rumors: Gruppo AccorInvest vende il Sofitel Roma Villa Borghese, 5* da 78 camere, localizzato in via Lombardia. A rilevare l’immobile è la Private Equity francese Extendam.","https://www.google.com/maps/place/Sofitel+Roma+Villa+Borghese/@41.9076522,12.4865103,20z/data=!4m9!3m8!1s0x132f61aa81c013eb:0xd361d7ff9c58d144!5m2!4m1!1i2!8m2!3d41.9076439!4d12.4866398!16s%2Fg%2F1thndv8t?entry=ttu"
342,Resort Castello di Leonina,4,4,,2019,Q3,1440000.0,20,72000,72000,,,,Sale,Asciano,SI,Siena,Toscana,43.287752,11.454664,high,Google place pin,Castello Di Leonina Relais,AdE,,"https://www.google.com/maps/place/Castello+Di+Leonina+Relais/@43.2877521,11.4546638,17z/data=!3m1!4b1!4m10!3m9!1s0x132a2cf60e3cb617:0x9cf3e697e8451630!5m3!1s2024-04-19!4m1!1i2!8m2!3d43.2877521!4d11.4546638!16s%2Fg%2F11b5m46nh6?entry=ttu"
343,NH Padova (ex Mantegna),4,4,,2024,Q1,19500000.0,190,102632,102632,1550000.0,8157.894736842105,0.07948717948717948,Sale,Padova,PD,Padova,Veneto,45.412891,11.892131,high,Google place pin (multiple pins in URL),"Via Francesco Rismondo, 772, 35131 Padova PD",Bulletin,"Con un’operazione da 19,5 mln di Euro l’immobile è stato ceduto dopo 17 anni da Mediolanum Real Estate, fondo di investimento alternativo immobiliare chiuso gestito da Mediolanum Gestione Fondi, alla bellunese Savim, fondata nel 1992 dall’imprenditore Renzo Savasta e che negli ultimi anni è entrata anche nel settore hospitality.","https://www.google.com/maps/place/Via+Francesco+Rismondo,+772,+35131+Padova+PD/@45.4130516,11.8919182,121m/data=!3m1!1e3!4m18!1m11!3m10!1s0x477edaf5b313b479:0x7fd289b62c671cb6!2sHotel+NH+Padova!5m3!1s2024-04-19!4m1!1i2!8m2!3d45.4128!4d11.8918!16s%2Fg%2F1tgg8tb1!3m5!1s0x477edaf5b1d42c15:0xc6c6690479a730c2!8m2!3d45.4128908!4d11.892131!16s%2Fg%2F11cs8c9_8b?entry=ttu"
344,Golden Palace Hotel,5,5,,2024,Q1,36000000.0,195,184615,184615,,,,Sale,Torino,TO,Torino,Piemonte,45.067486,7.677504,high,Google place pin,Golden palace,HVS Hotel Transaction Bullettin,"Italian real estate asset management firm REAM SGR, through its Geras 2 fund, has acquired the former five-star, 195-room Golden Palace Hotel in Turin, Italy, for a reported €36 million (€185,000 per room). The centrally-located hotel comprises six floors which span some 20,000 sqm","https://www.google.com/maps/place/Golden+palace/@45.0674338,7.6778903,19z/data=!4m10!3m9!1s0x47886d6dcef27ccb:0x7f786afe5fcae7b6!5m3!1s2024-04-19!4m1!1i2!8m2!3d45.0674859!4d7.6775041!16s%2Fg%2F11srs5wdr_?entry=ttu"
345,Hotel Baia dei Mori,4,4,,2022,Q4,18500000.0,157,117834,117834,,,,Sale,Budoni,SS,Sassari,Sardegna,40.691548,9.737778,high,Google place pin,Hotel Baia Dei Mori,AdE,Acquirente Fondo Turismo 2,"https://www.google.com/maps/place/Hotel+Baia+Dei+Mori/@40.6915524,9.7352029,17z/data=!3m1!4b1!4m10!3m9!1s0x12dedacd026e48af:0x49bf394a12208c85!5m3!1s2024-04-19!4m1!1i2!8m2!3d40.6915484!4d9.7377778!16s%2Fg%2F12qh42nfs?entry=ttu"
346,Best Western Plus Tower,4,4,,2021,Q4,5500000.0,149,36913,36913,540000.0,3624.1610738255035,0.09818181818181818,Sale,Bologna,BO,Bologna,Emilia-Romagna,44.490962,11.390614,high,Google place pin,Best Western Plus Tower Hotel Bologna,internal file,"Vendor Generali fondo Effepi real Estate, acquirente La Nuova Asiago Immobiliare srl (BG ASSET MANAGEMENT S.A.)","https://www.google.com/maps/place/Best+Western+Plus+Tower+Hotel+Bologna/@44.4909622,11.3906138,17z/data=!3m1!4b1!4m10!3m9!1s0x477e2b69f4691b8d:0x5755256d7430afe!5m3!1s2024-04-19!4m1!1i2!8m2!3d44.4909622!4d11.3906138!16s%2Fg%2F1hc4dxc5j?entry=ttu"
347,Grand Hotel Poltu Quatu,5,5,,2024,Q1,70000000.0,239,292887,292887,,,,Sale,Arzachena,SS,Sassari,Sardegna,41.134849,9.496611,high,Google place pin,Grand Hotel Poltu Quatu,European Hotels Transactions Bullettin - HVS Europe,"Italian real estate asset management company Castello SGR, through its GEM fund, has acquired the five-star, 139-room Grand Hotel Poltu Qualtu in Sardegna, Italy, as part of a mixed-use complex, from Italian real estate company Gruppo Pulcini. The price of €70 million included the luxury hotel and approximately 100 residential units. The complex is set to be redeveloped into a luxury resort which will feature 150 hotel rooms and 80 serviced apartment units, which will all be managed by Marriott International under its luxury lifestyle W Hotels brand. Italian banks Intesa Sanpaolo, Unicredit and Banco BPM are providing financing for the acquisition and the redevelopment works. The complex is located on the Costa Smeralda coastline in the northern part of the Italian island, and was originally developed by the Pulcini family. Castello was acquired in July 2023 by the ANIMA Group, one of Italy’s largest independent asset management groups.","https://www.google.com/maps/place/Grand+Hotel+Poltu+Quatu/@41.1348492,9.4966106,17z/data=!3m1!4b1!4m9!3m8!1s0x12d940b7ef70f1b9:0x45a2ed8b6a8e014e!5m2!4m1!1i2!8m2!3d41.1348492!4d9.4966106!16s%2Fg%2F1thbm_fr?entry=ttu"
348,Aethos Hotel,5,5,,2024,Q1,15483529.0,64,241930,241930,,,,Sale,Arzachena,SS,Sassari,Sardegna,41.118406,9.439282,high,Google place pin,Aethos Sardinia,internal file,"Limestone Capital AG buyer, Share deal (venduta società veicolo), Vendor Costa Est srl","https://www.google.com/maps/place/Aethos+Sardinia/@41.1182341,9.4389117,19.25z/data=!4m10!3m9!1s0x12d9443c1be169eb:0x1f6b99b8afa0efd1!5m3!1s2024-03-06!4m1!1i2!8m2!3d41.1184057!4d9.4392817!16s%2Fg%2F1tf2pfrq?entry=ttu"
349,Santo Stefano Resort & Spa,4,4,,2022,Q1,19499999.0,309,63107,63107,,,,Sale,La Maddalena,SS,Sassari,Sardegna,41.197614,9.399721,high,Google place pin,Santo Stefano Resort & Spa,internal file,"DeaCapital acquisisce, tramite fondo sottoscritto da CPI Property Group, il resort da un portafoglio di Amundi Real Estate Italia. Venditore Amundi RE Italia, compratore Generation Fund (dea Capital) Locazioen con UVET già disdetta","https://www.google.com/maps/place/Santo+Stefano+Resort+%26+Spa/@41.1976053,9.3997335,77m/data=!3m1!1e3!4m10!3m9!1s0x12d942ed57d0a5f1:0x290ae8968b52474!5m3!1s2024-05-12!4m1!1i2!8m2!3d41.1976137!4d9.3997211!16s%2Fg%2F11b6d7gckv?entry=ttu"
350,Hotel SPA Solemar Beach & Beauty,4,4,,2024,Q1,5300000.0,78,67949,67949,,,,Auction,Ischia,NA,Napoli,Campania,40.742689,13.947876,high,Google place pin,Hotel Solemar Terme Beach & Beauty,Bulletin,"Aggiudicazione in asta a rialzo minimo rispetto all'offerta minima. L'hotel era di proprietà di Hotel Solemar S.r.l. ed era condotto in locazione, unitamente all'azienda alberghiera (di proprietà di Hotel Solemar S.r.l.) da giugno 2021 con canone annuo pari a 250 k€ (cap rate sarebbe 4,70%)","https://www.google.com/maps/place/Hotel+Solemar+Terme+Beach+%26+Beauty/@40.7363818,13.9332014,14z/data=!4m10!3m9!1s0x133b6acfc1e24109:0x375822a66fd2894b!5m3!1s2024-05-12!4m1!1i2!8m2!3d40.7426888!4d13.9478763!16s%2Fg%2F1tdtybn5?entry=ttu"
351,Grand Hotel Busca Thedy,4,4 o 5,,2024,Q1,,60,,,,,,Sale,,,,,,,nan,nan,,Bulletin,"Chiuso dal 2004 per un incendio, venduto dopo lunga trattativa. Buyer: Long Term Partners Seller: Famiglia Busca Hotel a 4 o 5 stelle, oltre ad appartamenti e locali commerciali, come stabilito dal Piano Regolatore Comunale.",
352,Roero Park Hotel,4,4,,2019,Q3,1400000.0,60,23333,23000,,,,Sale,Sommariva Perno,CN,Cuneo,Piemonte,44.752688,7.899821,high,Google place pin,Roero Park Hotel,AdE,,"https://www.google.com/maps/place/Roero+Park+Hotel/@44.7526882,7.8972461,17z/data=!3m1!4b1!4m9!3m8!1s0x4787f8c3204be561:0xa77c437e9bd57c44!5m2!4m1!1i2!8m2!3d44.7526882!4d7.899821!16s%2Fg%2F1hc75pkck?entry=ttu"
353,Boutique Hotel Torre di Cala Piccola,4,4,,2024,Q1,25000000.0,53,471698,472000,,,,Sale,Monte Argentario,GR,Grosseto,Toscana,42.404928,11.092479,high,Google place pin,Boutique Hotel Torre di Cala Piccola,Bulletin,"Erqole, società del Gruppo svedese Qarlbo di proprietà della famiglia Jonsson, ha recentemente acquistato il Boutique Hotel Torre di Cala Piccola, 4* da 53 chiavi, localizzato a Monte Argentario, da Cala Piccola S.p.A. Secondo indiscrezioni il prezzo di vendita si aggirerebbe intorno a 25 milioni di Euro (472 mila Euro a camera).","https://www.google.com/maps/place/Boutique+Hotel+Torre+di+Cala+Piccola/@42.4049321,11.0899042,17z/data=!3m1!4b1!4m9!3m8!1s0x1328447387b259f5:0x667e53319fe6c09c!5m2!4m1!1i2!8m2!3d42.4049282!4d11.0924791!16s%2Fg%2F11xpwjls2?entry=ttu"
354,GH Sardegna Hotel Diana,4,4,,2023,Q3,1050000.0,42,25000,25000,,,,Sale,Santa Teresa Gallura,SS,Sassari,Sardegna,41.240595,9.182294,high,Google place pin,GH Diana Hotel,internal file,Venditore Sardaleasing Compratore local,"https://www.google.com/maps/place/GH+Diana+Hotel/@41.2405953,9.1822935,17z/data=!3m1!4b1!4m9!3m8!1s0x12dbdf65bbf7b1f7:0x6de87c4d7e8b9f57!5m2!4m1!1i2!8m2!3d41.2405953!4d9.1822935!16s%2Fg%2F11y36m1m2w?entry=ttu"
355,Resort Baia del Sole,4,4,,2022,Q1,1900000.0,27,70370,70000,,,,Sale,Olbia,SS,Sassari,Sardegna,40.911303,9.569992,high,Google place pin,Baia del Sole,AdE,,"https://www.google.com/maps/place/Baia+del+Sole/@40.9113069,9.5674175,821m/data=!3m2!1e3!4b1!4m9!3m8!1s0x12d9352b7ce78e69:0x2efc2bad66b7bb4b!5m2!4m1!1i2!8m2!3d40.9113029!4d9.5699924!16s%2Fg%2F11vc7rfwnw?entry=ttu"
356,Hotel Castello,3,3,,2022,Q2,3340000.0,44,75909,76000,,,,Sale,Golfo Aranci,SS,Sassari,Sardegna,41.004087,9.611554,high,Google place pin,Hotel Castello,AdE,Compratore Sardaleasing (leasing),"https://www.google.com/maps/place/Hotel+Castello/@41.0040477,9.610875,205m/data=!3m1!1e3!4m9!3m8!1s0x12d9371f56c9d6db:0xaddc9100ada99068!5m2!4m1!1i2!8m2!3d41.0040867!4d9.6115542!16s%2Fg%2F1w0zq4yh?entry=ttu"
357,Hotel La Conchiglia,3,3,,2019,Q1,973781.0,23,42338,42000,,,,Sale,Campo nell'Elba,LI,Livorno,Toscana,42.737181,10.187664,high,Google place pin (multiple pins in URL),Hotel b&b La Conchiglia,AdE,,"https://www.google.com/maps/place/Hotel+b%26b+La+Conchiglia/@42.7361324,10.1869017,127a,35y,25.07h,45t/data=!3m1!1e3!4m18!1m8!3m7!1s0x12d64b43c95d029d:0xca31e479c077dae5!2sVia+Cavoli,+57034+Cavoli+LI!3b1!8m2!3d42.7374417!4d10.1863994!16s%2Fg%2F1tf4zpfg!3m8!1s0x12d64b43d5e0d6d5:0x582d285bf6c4fb10!5m2!4m1!1i2!8m2!3d42.7371811!4d10.1876639!16s%2Fg%2F11dybgm7qn?entry=ttu"
358,Hotel Città di Conegliano,4,4,,2019,Q3,700000.0,57,12281,12000,,,,Sale,Conegliano,TV,Treviso,Veneto,45.888795,12.30582,high,Google place pin (multiple pins in URL),Hotel Città di Conegliano,AdE,,"https://www.google.com/maps/place/Hotel+Citt%C3%A0+di+Conegliano/@45.8891601,12.3056114,18.25z/data=!4m18!1m8!3m7!1s0x4779151d65f8c189:0xda2593e0dba0b723!2sVia+Angelo+Parrilla,+31015+Conegliano+TV!3b1!8m2!3d45.8892062!4d12.3071852!16s%2Fg%2F119vvrcjw!3m8!1s0x4779151d4232e21b:0x945984044bcb9660!5m2!4m1!1i2!8m2!3d45.8887949!4d12.3058202!16s%2Fg%2F1tfyzz2v?entry=ttu"
359,Hotel Residence Portus,4,4,,2023,Q3,1378738.29,15,91916,92000,,,,Sale,Portogruaro,VE,Venezia,Veneto,45.77148,12.840089,high,Google place pin (multiple pins in URL),Hotel Residence Portus,AdE,incassati solo 127.416 per debiti pregressi,"https://www.google.com/maps/place/Hotel+Residence+Portus/@45.7713759,12.8392631,212m/data=!3m1!1e3!4m18!1m8!3m7!1s0x477be70ad6e5a543:0x8db83767d60b7e0e!2sPiazza+Dogana,+30026+Portogruaro+VE!3b1!8m2!3d45.7716091!4d12.8401449!16s%2Fg%2F11c0xfpfp2!3m8!1s0x477be70ad73cc5ff:0x568cd35d0be1c386!5m2!4m1!1i2!8m2!3d45.7714801!4d12.8400887!16s%2Fg%2F1tg4k6nq?entry=ttu"
360,Agrihotel il Palagetto,4,4,,2021,Q4,980000.0,23,42609,43000,,,,Sale,Volterra,PI,Pisa,Toscana,43.453054,10.877722,high,Google place pin,Agrihotel il Palagetto,AdE,,"https://www.google.it/maps/place/Agrihotel+il+Palagetto/@43.4530577,10.8751474,17z/data=!3m2!4b1!5s0x132a10c549e9e591:0x1c4ff9737a9056f7!4m9!3m8!1s0x132a10c2e0b17ab5:0x64e3d75c33b65c0f!5m2!4m1!1i2!8m2!3d43.4530538!4d10.8777223!16s%2Fg%2F1tcyzvft?entry=ttu"
